Hotel_Address;Additional_Number_of_Scoring;Review_Date;Average_Score;Hotel_Name;Reviewer_Nationality;Negative_Review;Review_Total_Negative_Word_Counts;Total_Number_of_Reviews;Positive_Review;Review_Total_Positive_Word_Counts;Total_Number_of_Reviews_Reviewer_Has_Given;Reviewer_Score;Tags;days_since_review;lat;lng
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/13/2017;8.5;K K Hotel George; United States of America ; My one complaint is the overly soft mattresses It was not good for my back ;17;1831; Friendly helpful staff The facilities are good including the bar The Earl s Court tube station is just a few steps away and this station has access to several useful lines For what you get the prices are reasonable Very nice breakfast buffet ;45;4;8.8;[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 5 nights '];202 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/9/2017;8.5;K K Hotel George; Switzerland ; The mattress wasn t comfortable and the pillows were way too soft I had a neck ache the next morning The room was super tiny We stayed at the Hilton Bankside and the room was so spacious in comparison ;41;1831;The location was just 3 4 minutes from Earl s Court Paul s was also opposite the Underground station making it very convenient to pop by for breakfast excellent Espresso Cappucino and freshly baked pastries by the way before heading off for sightseeing;45;5;6.7;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights '];206 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/3/2017;8.5;K K Hotel George; United Kingdom ; Temperature in the room was difficult to regulate ;10;1831; The staff are really helpful and accommodating Nothing was too much trouble The hotel is very pretty in a great location with a cosy bar area I have stayed here several times and will definitely stay again ;39;2;10;[' Business trip ', ' Group ', ' Classic Double Room ', ' Stayed 1 night '];212 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/30/2016;8.5;K K Hotel George; United Kingdom ; I don t know if it was because I booked through Booking com but seemed to get the worst room in the place Underground with no view Unable to book breakfast for second day at the reduced price as I should have done it on check in I didn t know what I was going to be doing on check in Tea and biscuits not replenished the second day ;71;1831; The location;3;3;5.4;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];216 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/30/2016;8.5;K K Hotel George; Liechtenstein ; Really nothing this was a perfect choice ;9;1831;The entire staff were friendly courteous and helpful The room was clean and quiet and the breakfast was excellent as was the location 4 minute walk to the underground tube just perfect;34;1;10;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 4 nights ', ' Submitted from a mobile device '];216 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/28/2016;8.5;K K Hotel George; Saudi Arabia ;Rooms are not heated may be an issue in very cold winters Gym is open from 4 00 pm to 10 00pm when you usually are out;29;1831;Location heated outdoor smoking area breakfast is good Just 2 min walk to Earls Court station Halal restaurants are very close by;24;1;8.3;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 10 nights ', ' Submitted from a mobile device '];218 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/26/2016;8.5;K K Hotel George; Ireland ;Soiled chair in room Pillows not clean Shower temp control very sensitive in 1st room we stayed in Value for money;22;1831; Helpful friendly staff Good location;6;1;8.8;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];220 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/22/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831;Excellent hotel in every aspect Fantastic location with only a 2 3 minute walk to the tube station which takes you into central London Rooms are small but perfectly formed with a lovely bathroom All the staff are very polite and friendly and sorted out the small problem with the bathroom sink and brought a firmer pillow with no issues Great choice of buffet breakfast both hot and cold all replenished regularly Would definitely stay here again and recommend it to anyone;84;5;10;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];224 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/21/2016;8.5;K K Hotel George; United Kingdom ;We asked for 2 singles and a sofa bed but were given a double bed and no explanation There were few accessible plugs for hair straighteners and the like and the hair dryer didn t work To be fair we didn t take this up with the hotel so they may have sorted this if asked to do so;61;1831; Comfy bed a lovely warm room with good facilities on a cold damp London day Great shower nice toiletries and fab fluffy towels Would stay again as it was a great location The things we didn t like weren t the end of the world and we enjoyed our stay ;52;2;8.3;[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];225 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/19/2016;8.5;K K Hotel George; United Kingdom ; No Iron and ironing board and maybe a few sachets of hot chocolate in the room nothing really to complain about ;23;1831;Location fantastic 2 minute walk to Earl Court tube shops and restaurants Beautiful building with parking;18;1;7.9;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];227 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/18/2016;8.5;K K Hotel George; United Kingdom ;Did book a twin bedded room and got a very large double so it didn t matter too much Loo very low lucky I am only 5ft 2;30;1831; Delicious English Breakfast Staff very helpful and pleasant ;10;1;7.5;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];228 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/16/2016;8.5;K K Hotel George; United Kingdom ;Staff not particularly helpful Have stayrf before and not had room serviced so had to request this 3 times Breakfasy ok but not outstanding for a 4 Rooms small esp bathroom and not particularly warm;36;1831; Its in the right area for what we need;10;13;5.8;[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];230 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/13/2016;8.5;K K Hotel George; Chile ; Housekeeping missed my room one day and although I did not make much of a fuss over it I did not get a convincing explanation I did get an apology though ;33;1831; English breakfast everyday was a welcome bonus Bar is not impressive but well run kudos to Mariusz who looked after me ;23;2;9.2;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 5 nights '];233 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/10/2016;8.5;K K Hotel George; United Kingdom ; room wasn t ready was upgraded but had to pay for a drink while we waited;17;1831; overallthe hotel was worth themoney and really handy for the tube good local pub for a great breakfast;19;8;7.5;[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 1 night '];236 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/8/2016;8.5;K K Hotel George; United Arab Emirates ; bathroom is really small;5;1831;great location near the underground 5 breakfast room size consider good when compared to London hotels super fast Wifi;20;3;9.6;[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights '];238 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/7/2016;8.5;K K Hotel George; United Kingdom ;Staff could ve been a bit more clued up failed to check my booking room assigned was not what I asked for I requested a double and on entering the room was given a twin So was offered a double in the lower ground it didn t smell very pleasant in the room and the mattresses need to be changed I was advised I had been upgraded This was probably due to the error made on check in however even though the room may have been bigger there were no extras in the room and the TV was much smaller Clearly not an upgrade I don t know I guess for 135 I was expecting a lot more for a 1 night stay On checking in I was asked to pay for breakfast as its more expensive on the day yet it was already part of the rate I didn t have the best start to staying here unfortunately And not even a helping hand with my bag considering the error of assigning me the wrong room laid with the hotel breakfast could ve been more fresh and hotter Appreciate I had arrived 25mins before it closed yet it was still in the valid timeset;207;1831; location was pretty good with decent restaurants in walking distance Wifi did the job Range of tv channels Shower was lovely;22;3;5.4;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];239 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/3/2016;8.5;K K Hotel George; United Kingdom ;Weird atmosphere in reception many eastern European staff Room Cold and uninspiring 4 per drink of cheap orange juice mixed with tap water Overpriced overall;26;1831; Location near Earls Court Tube stop;7;10;5;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night '];243 day;51.4918878;-0.1949706
